App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last update,Privacy Policy,Content Rating,Ad Supported,In app purchases,Editor Choice,Summary,Reviews,Android version Text,Developer,Developer Address,Developer Internal ID,Version
Educational games for baby's and parents,air.com.shubi.babyGamesL,Educational,4.267327,172,"50,000+",50000,TRUE,0,USD,53M,4,8064845311515070000,http://shubi-apps.com,rony.arbiv@gmail.com,"Sep 11, 2016","December 6, 2018",https://sites.google.com/view/privacyshubi/home,Everyone,TRUE,TRUE,FALSE,"5 Games For Parent
Mix and match
Baby drawing
Baby's First Words
Images matching",59,4.0 and up,Shubi,"kefar truman
rony.arbiv@gmail.com",8.06485E+18,1.0.8
CVC Words | Sound Blending learn spelling for kids,com.kindergarteneducationist.tlw,Education,3.7821782,425,"100,000+",100000,TRUE,0,USD,16M,4.2,8056081270926080000,http://www.kindergarteneducationist.com,info@kindergarteneducationist.com,"Apr 6, 2019","December 22, 2020",http://kindergarteneducationist.com/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,"3 Letter Words Reading & Learning, Words & Phonics for Kindergarten School Kids",211,4.2 and up,Preschool Kindergarten Games for Kids & Toddlers,E-24/11 Sector C Askari 11 Lahore Pakistan,8.05608E+18,2.0.1
123 Numbers Activity for Children | Kids Counting,com.kindergarteneducationist.androidknb,Education,4.423077,26,"10,000+",10000,TRUE,0,USD,24M,4.2,8056081270926080000,https://www.facebook.com/Kindergarten-Education-260036911287599/,info@kindergarteneducationist.com,"Sep 8, 2018","December 18, 2020",http://kindergarteneducationist.com/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,Kindergarten & Preschool Book for Numbers Shape Recognition | 123 Song and Rhyme,14,4.2 and up,Preschool Kindergarten Games for Kids & Toddlers,E-24/11 Sector C Askari 11 Lahore Pakistan,8.05608E+18,2.0.3
ABC Learning Games for Preschool Kindergarten Kids,com.kindergarteneducationist.androidara,Education,4.04,101,"100,000+",100000,TRUE,0,USD,16M,4.2,8056081270926080000,https://www.facebook.com/Kindergarten-Education-260036911287599/,info@kindergarteneducationist.com,"Sep 14, 2018","December 18, 2020",http://kindergarteneducationist.com/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,Educational Alphabet Letter Recognition. Raz Kids Toddler Montessori Activities,41,4.2 and up,Preschool Kindergarten Games for Kids & Toddlers,E-24/11 Sector C Askari 11 Lahore Pakistan,8.05608E+18,2.0.2
Spanish Words Train - Educational game for Kids,com.kindergarteneducationist.androideswt,Education,4.8333335,6,"1,000+",1000,TRUE,0,USD,17M,4.2,8056081270926080000,http://www.kindergarteneducationist.com/,info@kindergarteneducationist.com,"Dec 30, 2018","December 22, 2020",http://kindergarteneducationist.com/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,Spanish Words Train - Spelling Bee Learning Game for preschool kindergarten kids,3,4.2 and up,Preschool Kindergarten Games for Kids & Toddlers,E-24/11 Sector C Askari 11 Lahore Pakistan,8.05608E+18,1.1.0
Math Love - 1st 2nd grade Cool Learning Games Kids,com.kindergarteneducationist.enaps,Education,3.75,8,"1,000+",1000,TRUE,0,USD,18M,4.2,8056081270926080000,http://www.kindergarteneducationist.com,info@kindergarteneducationist.com,"Mar 7, 2019","December 21, 2020",http://kindergarteneducationist.com/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,Math Practice Worksheet is the best for teaching basic addition & subtraction.,1,4.2 and up,Preschool Kindergarten Games for Kids & Toddlers,E-24/11 Sector C Askari 11 Lahore Pakistan,8.05608E+18,1.0.9
Japanese Words Train - Kanji Words Learning kids,com.kindergarteneducationist.androidjpwt,Education,0,N/A,500+,500,TRUE,0,USD,28M,4.2,8056081270926080000,http://www.kindergarteneducationist.com/,info@kindergarteneducationist.com,"Feb 20, 2019","December 22, 2020",http://kindergarteneducationist.com/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,Words Train - Spelling Bee & Words Learning Game for preschool kindergarten kids,0,4.2 and up,Preschool Kindergarten Games for Kids & Toddlers,E-24/11 Sector C Askari 11 Lahore Pakistan,8.05608E+18,1.0.8
Cool Math Educational Games for 1st 2nd Grade Kids,com.kindergarteneducationist.coolmath,Education,4.7777777,9,"1,000+",1000,TRUE,0,USD,14M,4.2,8056081270926080000,http://www.kindergarteneducationist.com,info@kindergarteneducationist.com,"Jan 24, 2019","December 17, 2020",http://kindergarteneducationist.com/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,Cool Math Games - An Educational Math Puzzle for Early Learners - Mathematics,5,4.2 and up,Preschool Kindergarten Games for Kids & Toddlers,E-24/11 Sector C Askari 11 Lahore Pakistan,8.05608E+18,1.0.7
Words Train - Alphabets Learning for kids (German),com.kindergarteneducationist.androiddewt,Education,0,N/A,100+,100,TRUE,0,USD,18M,4.2,8056081270926080000,http://www.kindergarteneducationist.com,info@kindergarteneducationist.com,"Jan 1, 2019","December 4, 2020",http://kindergarteneducationist.com/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,Words Train - Spelling Bee & Words Learning Game for preschool kindergarten kids,0,4.2 and up,Preschool Kindergarten Games for Kids & Toddlers,E-24/11 Sector C Askari 11 Lahore Pakistan,8.05608E+18,1.0.5
Words Train - Spelling Bee Game for kids (Russian),com.kindergarteneducationist.androidruwt,Education,0,N/A,100+,100,TRUE,0,USD,13M,4.2,8056081270926080000,http://www.kindergarteneducationist.com/,info@kindergarteneducationist.com,"Dec 28, 2018","December 4, 2020",http://kindergarteneducationist.com/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,Words Train - Spelling Bee & Word Search Puzzle Game for kids preschool learning,0,4.2 and up,Preschool Kindergarten Games for Kids & Toddlers,E-24/11 Sector C Askari 11 Lahore Pakistan,8.05608E+18,1.0.5
Toddler Learning Games for 2-5 Year Olds,com.preschoolacademy.toddlerpreschoollearning,Educational,4.245358,7544,"1,000,000+",1000000,TRUE,0,USD,31M,4.1,8725049224739330000,https://preschoolacademy.in/,d.v.charaniya8112@gmail.com,"Jul 4, 2019","May 8, 2021",https://preschoolacademy.in/privacy-policy/,Everyone,N/A,TRUE,FALSE,No Ads! 28 Toddler games for 2-5 year olds Kids & play preschool learning games.,5217,4.1 and up,Preschool Academy,"At Nanatimbla,
Ta - Limbdi
Dist - Surendranagar
Pin - 363421",8.72505E+18,1.23
Toddler Farm: Farm Games For Kids Offline,com.kidsfarm.games.toddlerfarming,Role Playing,4.5,8,"1,000+",1000,TRUE,0,XXX,30M,4.4,8725049224739330000,https://preschoolacademy.in/,d.v.charaniya8112@gmail.com,"Apr 18, 2021","April 21, 2021",https://preschoolacademy.in/privacy-policy/,Everyone,TRUE,TRUE,FALSE,Toddler Farming Games for Kids. 🌻 New Offline Animal Farm Games for Kids.,5,4.4 and up,Preschool Academy,"At Nanatimbla,
Ta - Limbdi
Dist - Surendranagar
Pin - 363421",8.72505E+18,1.1
"1 to 100 Numbers, Alphabet, Spellings Tracing",com.crawlingbabies.numbersalphabettracing,Education,4.22,384,"100,000+",100000,TRUE,0,USD,27M,4.1,4975233079751370000,https://crawlingbabies.blogspot.com/,info.crawlingbabies@gmail.com,"May 22, 2020","October 1, 2020",http://crawlingbabies.com/?page_id=39,Everyone,TRUE,FALSE,FALSE,"123 Numbers Tracing, Abc Alphabet Tracing, Spellings Tracing",242,4.1 and up,CRAWLING BABIES,"Vanasthalipuram,
Hyderabad,
500070",4.97523E+18,1.0.3
"Learn Numbers 1 to 100, Alphabet, Tracing & games",com.crawlingbabies.learnnumbersonetohundred,Education,4.13,525,"100,000+",100000,TRUE,0,USD,78M,4.1,4975233079751370000,http://crawlingbabies.com/,info.crawlingbabies@gmail.com,"Jul 28, 2019","February 3, 2021",http://crawlingbabies.com/?page_id=39,Everyone,TRUE,FALSE,FALSE,"learn 1 to 100 Numbers, Alphabet, Tracing, Colors, Shapes, Animals, Coloring....",255,4.1 and up,CRAWLING BABIES,"Vanasthalipuram,
Hyderabad,
500070",4.97523E+18,1.0.8
"Nursery, LKG, UKG, Pre Primary, Kids Learning App",com.crawlingbabies.nurserypreprimary,Education,4.3,919,"100,000+",100000,TRUE,0,USD,77M,4.1,4975233079751370000,http://crawlingbabies.com/,info.crawlingbabies@gmail.com,"Jul 5, 2020","September 29, 2020",http://crawlingbabies.com/?page_id=39,Everyone,TRUE,FALSE,FALSE,"Kids Learning – Nursery PP1, PP2 (Pre Primary)",426,4.1 and up,CRAWLING BABIES,"Vanasthalipuram,
Hyderabad,
500070",4.97523E+18,1.0.4
"ABC Alphabet Tracing, Phonics, Quiz, Puzzle",com.crawlingbabies.alphabettracing,Education,4.05,20,"10,000+",10000,TRUE,0,XXX,23M,4.1,4975233079751370000,http://crawlingbabies.com/,info.crawlingbabies@gmail.com,"Jan 6, 2021","April 5, 2021",http://crawlingbabies.com/?page_id=39,Everyone,TRUE,FALSE,FALSE,"ABC tracing & phonics, quiz, shadow match, puzzle learning app",15,4.1 and up,CRAWLING BABIES,"Vanasthalipuram,
Hyderabad,
500070",4.97523E+18,1.0.1
"Learn 1 to 100 Numbers, ABC Alphabet Learning Game",com.crawlingbabies.alphabetnumbersmania,Educational,4.428571,49,"10,000+",10000,TRUE,0,USD,22M,4.1,4975233079751370000,https://crawlingbabies.blogspot.com/,info.crawlingbabies@gmail.com,"Mar 5, 2020","August 1, 2020",http://crawlingbabies.com/?page_id=39,Everyone,TRUE,FALSE,FALSE,"Alphabet Numbers Mania, from the CRAWLING BABIES",27,4.1 and up,CRAWLING BABIES,"Vanasthalipuram,
Hyderabad,
500070",4.97523E+18,1.0.4
"123 numbers tracing, counting, puzzles, spellings",com.crawlingbabies.numberstracing,Education,4.83,113,"10,000+",10000,TRUE,0,XXX,19M,4.1,4975233079751370000,http://crawlingbabies.com/,info.crawlingbabies@gmail.com,"Dec 14, 2020","December 14, 2020",http://crawlingbabies.com/?page_id=39,Everyone,TRUE,FALSE,FALSE,Trace and count numbers from 1 to 25 with examples.,105,4.1 and up,CRAWLING BABIES,"Vanasthalipuram,
Hyderabad,
500070",4.97523E+18,1.0.0
"Learn Numbers 1 to 100, Alphabet, Tracing & games",com.crawlingbabiess.learnnumbersonetohundrednoads,Education,5,6,100+,100,FALSE,0.99,USD,70M,4.1,4975233079751370000,http://crawlingbabies.com/,info.crawlingbabies@gmail.com,"Apr 19, 2020","August 22, 2020",http://tallurigames.com/?page_id=183,Everyone,N/A,FALSE,FALSE,"Learn 1 to 100 Numbers, Alphabet, Colors, Shapes, Fruits and Vegetables, Animals",5,4.1 and up,CRAWLING BABIES,"Vanasthalipuram,
Hyderabad,
500070",4.97523E+18,1.0.3
Road Rage Forever - Drifting Police Car Chase Game,xyz.azeroth.roadrage.forever.drifting.police.car.chase.game,Arcade,4.4675326,77,"10,000+",10000,TRUE,0,USD,56M,6,8562773004655980000,http://azerothstudios.xyz,azeroth.games.studio@gmail.com,"Aug 19, 2020","September 10, 2020",http://azerothstudios.xyz/ppc/,Everyone 10+,TRUE,TRUE,FALSE,"Drift, catch up n dodge cop cars. Destroy and smash cops in endless hot pursuit.",49,6.0 and up,Azeroth Games,"FreezingBull Pvt ltd, Lahore, Pakistan",8.56277E+18,0.85
ABC Kids - Montessori Preschool ABC Song Phonics,com.azeroth.abc2,Education,4.2970295,844,"100,000+",100000,TRUE,0,USD,19M,4.4,8562773004655980000,http://azerothstudios.xyz,azeroth.games.studio@gmail.com,"Dec 12, 2019","May 6, 2021",https://azerothgamesstudio.wixsite.com/azeroth/privacy-policy-under-13,Everyone,TRUE,TRUE,FALSE,"Teach your child to pronounce and trace ABCD, through a fun learning experience",275,4.4 and up,Azeroth Games,"FreezingBull Pvt ltd, Lahore, Pakistan",8.56277E+18,2.82
Bounce Ball Blast - Smash Endless Neon Glow Bricks,xyz.azeroth.bounce.ball.blast.smash.endless.neon.glow.bricks,Arcade,4.7173915,46,"1,000+",1000,TRUE,0,USD,25M,4.4,8562773004655980000,http://azerothstudios.xyz/,azeroth.games.studio@gmail.com,"Sep 12, 2020","September 17, 2020",http://azerothstudios.xyz/pp/,Everyone,TRUE,TRUE,FALSE,Chain Bouncing Balls and Smashing Blocks in this Infinite Brick Breaker Game,33,4.4 and up,Azeroth Games,"FreezingBull Pvt ltd, Lahore, Pakistan",8.56277E+18,0.13
Trains for Kids,com.blion.games.trains,Educational,3.92,856,"500,000+",500000,TRUE,0,USD,Varies with device,Varies,7748575553860410000,http://bliongames.worpress.com,bliongames@gmail.com,"Apr 20, 2016","May 9, 2021",http://bliongames.wordpress.com/privacy-policy,Everyone,TRUE,TRUE,FALSE,Let your kids play and learn everything about trains!,191,Varies with device,Blion Games,"Via Salvatore di Giacomo 12/O
00142
Rome, Italy",7.74858E+18,Varies with device
Racing Cars for Kids,com.blion.games.carsrace,Educational,3.92,184,"100,000+",100000,TRUE,0,USD,9.1M,2.3,7748575553860410000,http://bliongames.worpress.com,bliongames@gmail.com,"May 28, 2019","August 13, 2019",http://bliongames.wordpress.com/privacy-policy,Everyone,TRUE,TRUE,FALSE,Let your kids play and learn everything about slot cars racing!,71,2.3 and up,Blion Games,"Via Salvatore di Giacomo 12/O
00142
Rome, Italy",7.74858E+18,1.4
Teach Your Kids To Read,com.blion.games.leggereEng,Education,3.99,418,"100,000+",100000,TRUE,0,USD,Varies with device,Varies,7748575553860410000,http://bliongames.wordpress.com,bliongames@gmail.com,"Jan 9, 2013","May 30, 2020",http://bliongames.wordpress.com/privacy-policy/,Everyone,TRUE,TRUE,FALSE,Teach your kids to read using Glenn Doman flashcards. Learning to read is easy!,111,Varies with device,Blion Games,"Via Salvatore di Giacomo 12/O
00142
Rome, Italy",7.74858E+18,Varies with device
Teach Your Kids Math,com.blion.games.kidsMathEng,Education,4.28,117,"10,000+",10000,TRUE,0,USD,Varies with device,Varies,7748575553860410000,http://bliongames.wordpress.com,bliongames@gmail.com,"Dec 10, 2013","December 1, 2020",http://bliongames.wordpress.com/privacy-policy/,Everyone,TRUE,TRUE,FALSE,The best app available for teaching math to babies with Glenn Doman's method!,34,Varies with device,Blion Games,"Via Salvatore di Giacomo 12/O
00142
Rome, Italy",7.74858E+18,Varies with device
Daje Roma,com.blion.games.dajeroma,Word,4.3333335,21,"1,000+",1000,TRUE,0,USD,Varies with device,Varies,7748575553860410000,http://bliongames.wordpress.com,bliongames@gmail.com,"Jun 17, 2016","May 17, 2020",http://bliongames.wordpress.com/privacy-policy,Everyone,TRUE,FALSE,FALSE,Do you think you are a true Roma fan? Prove it or become it,11,Varies with device,Blion Games,"Via Salvatore di Giacomo 12/O
00142
Rome, Italy",7.74858E+18,Varies with device
Teach Your Kids Animal Sounds,com.blion.games.animals,Educational,4.25,56,"10,000+",10000,TRUE,0,USD,Varies with device,Varies,7748575553860410000,http://bliongames.wordpress.com,bliongames@gmail.com,"May 23, 2015","June 18, 2020",http://bliongames.wordpress.com/privacy-policy/,Everyone,TRUE,TRUE,FALSE,Animal Sounds Quiz. Listen and guess 27 Animals!,23,Varies with device,Blion Games,"Via Salvatore di Giacomo 12/O
00142
Rome, Italy",7.74858E+18,Varies with device
Vegan Defense,com.blion.games.vegezio,Strategy,4.634783,585,"10,000+",10000,TRUE,0,USD,11M,Varies,7748575553860410000,http://bliongames.wordpress.com,bliongames@gmail.com,"Mar 20, 2015","November 3, 2020",http://bliongames.wordpress.com/privacy-policy,Everyone,TRUE,TRUE,FALSE,Help Vegezio to defend the animals! Convert carnivores into vegans!,222,Varies with device,Blion Games,"Via Salvatore di Giacomo 12/O
00142
Rome, Italy",7.74858E+18,Varies with device
Carnevale Maschere e Ricette,com.blion.games.carnevale,Entertainment,4.14,50,"10,000+",10000,TRUE,0,USD,Varies with device,Varies,7748575553860410000,http://bliongames.wordpress.com,bliongames@gmail.com,"Jan 26, 2014","June 19, 2020",http://bliongames.wordpress.com/privacy-policy,Everyone,TRUE,FALSE,FALSE,The Carnival is coming! Tell your children the typical masks.,14,Varies with device,Blion Games,"Via Salvatore di Giacomo 12/O
00142
Rome, Italy",7.74858E+18,Varies with device
La Befana Storie e Leggende,com.blion.games.befana,Entertainment,4.08,113,"10,000+",10000,TRUE,0,USD,Varies with device,Varies,7748575553860410000,http://bliongames.wordpress.com,bliongames@gmail.com,"Dec 29, 2013","June 20, 2020",http://bliongames.wordpress.com/privacy-policy,Everyone,TRUE,FALSE,FALSE,All curiosity on Epiphany on January 6 and revealed to you and your children,28,Varies with device,Blion Games,"Via Salvatore di Giacomo 12/O
00142
Rome, Italy",7.74858E+18,Varies with device
"Coloring Games: Coloring Book, Painting, Glow Draw",com.rvappstudios.kids.coloring.book.color.painting,Educational,4.2067933,29898,"10,000,000+",10000000,TRUE,0,USD,39M,4.4,7430005971129970000,http://www.rvappstudios.com,app_support@rvappstudios.com,"Nov 6, 2019","May 25, 2021",http://www.rvappstudios.com/privacy_policy_ABC.php,Everyone,N/A,FALSE,FALSE,"Color, paint, draw coloring games! Coloring book for kids with paint by numbers!",11513,4.4 and up,RV AppStudios,"848 N. Rainbow Blvd. #5467
Las Vegas, NV 89107",7.43001E+18,1.1.3
"Baby Games - Piano, Baby Phone, First Words",com.rvappstudios.baby.games.piano.phone.kids,Educational,4.323487,13842,"10,000,000+",10000000,TRUE,0,USD,41M,4.4,7430005971129970000,http://www.rvappstudios.com,app_support@rvappstudios.com,"Apr 1, 2019","May 28, 2021",http://www.rvappstudios.com/privacy_policy_ABC.php,Everyone,N/A,FALSE,FALSE,"Fun free baby games to learn first words, piano, musical instruments, and more.",5154,4.4 and up,RV AppStudios,"848 N. Rainbow Blvd. #5467
Las Vegas, NV 89107",7.43001E+18,1.3.1
"Math Kids - Add, Subtract, Count, and Learn",com.rvappstudios.math.kids.counting,Educational,4.2114315,19680,"10,000,000+",10000000,TRUE,0,USD,39M,4.4,7430005971129970000,http://www.rvappstudios.com,app_support@rvappstudios.com,"Aug 22, 2017","May 28, 2021",http://www.rvappstudios.com/privacy_policy_ABC.php,Everyone,N/A,FALSE,FALSE,"Fun free way for preschoolers to learn addition, subtraction, counting and math!",7567,4.4 and up,RV AppStudios,"848 N. Rainbow Blvd. #5467
Las Vegas, NV 89107",7.43001E+18,1.3.3
ABC Kids - Tracing & Phonics,com.rvappstudios.abc_kids_toddler_tracing_phonics,Educational,4.283004,62518,"10,000,000+",10000000,TRUE,0,USD,34M,4.4,7430005971129970000,http://www.rvappstudios.com,app_support@rvappstudios.com,"Mar 3, 2016","May 19, 2021",http://www.rvappstudios.com/privacy_policy_ABC.php,Everyone,N/A,FALSE,FALSE,"Fun phonics & alphabet tracing game for toddlers, preschool & kindergarten kids!",18397,4.4 and up,RV AppStudios,"848 N. Rainbow Blvd. #5467
Las Vegas, NV 89107",7.43001E+18,1.6.2
Colors & Shapes - Kids Learn Color and Shape,com.rvappstudios.shapes.colors.toddler,Educational,4.403691,8573,"5,000,000+",5000000,TRUE,0,USD,39M,4.4,7430005971129970000,http://www.rvappstudios.com,app_support@rvappstudios.com,"Sep 6, 2017","May 27, 2021",http://www.rvappstudios.com/privacy_policy_ABC.php,Everyone,N/A,FALSE,FALSE,A free game for kids that teaches colors and shapes through fun learning games!,2941,4.4 and up,RV AppStudios,"848 N. Rainbow Blvd. #5467
Las Vegas, NV 89107",7.43001E+18,1.3.4
Magnifying Glass + Flashlight,com.rvappstudios.magnifyingglass,Lifestyle,4.565137,69983,"5,000,000+",5000000,TRUE,0,USD,5.8M,4.1,7430005971129970000,http://www.rvappstudios.com,app_support@rvappstudios.com,"Jun 16, 2014","May 21, 2021",http://www.rvappstudios.com/privacy_policy.php,Everyone,TRUE,TRUE,FALSE,"Magnifier, Restaurant Menu Reader, Prescription Magnifying Glass & Flashlight",27241,4.1 and up,RV AppStudios,"848 N. Rainbow Blvd. #5467
Las Vegas, NV 89107",7.43001E+18,1.9.8
Puzzle Kids - Animals Shapes and Jigsaw Puzzles,com.rvappstudios.jigsaw.puzzles.kids,Educational,4.197051,14797,"10,000,000+",10000000,TRUE,0,USD,49M,4.4,7430005971129970000,http://www.rvappstudios.com,app_support@rvappstudios.com,"Jun 28, 2017","May 27, 2021",http://www.rvappstudios.com/privacy_policy_ABC.php,Everyone,N/A,FALSE,FALSE,"A fun, free, and educational jigsaw puzzle game for kids and preschoolers.",4766,4.4 and up,RV AppStudios,"848 N. Rainbow Blvd. #5467
Las Vegas, NV 89107",7.43001E+18,1.4.2
Find The Differences - Spot it,com.rvappstudios.puzzle.game.find.difference.ftd,Puzzle,4.311912,31627,"5,000,000+",5000000,TRUE,0,USD,70M,4.2,7430005971129970000,http://www.rvappstudios.com,app_support@rvappstudios.com,"Nov 11, 2019","May 14, 2021",http://www.rvappstudios.com/privacypolicy.html,Everyone,TRUE,TRUE,FALSE,"Find the difference in pictures, quickly spot differences, try new multiplayer.",7243,4.2 and up,RV AppStudios,"848 N. Rainbow Blvd. #5467
Las Vegas, NV 89107",7.43001E+18,1.4.7
ABC Spelling - Spell & Phonics,com.rvappstudios.abc.spelling.toddler.spell.phonics,Educational,4.5233417,7994,"1,000,000+",1000000,TRUE,0,USD,32M,4.4,7430005971129970000,http://www.rvappstudios.com,app_support@rvappstudios.com,"Jan 25, 2017","February 18, 2021",http://www.rvappstudios.com/privacy_policy_ABC.php,Everyone,N/A,FALSE,FALSE,"Best free spelling and phonics game for toddlers, preschool & kindergarten kids!",2478,4.4 and up,RV AppStudios,"848 N. Rainbow Blvd. #5467
Las Vegas, NV 89107",7.43001E+18,1.3.7
